game_id,season,week,season_phase,team,opponent,side,home_team,away_team,role,spread_line_away_perspective,spread_abs,spread_bucket,q1_result,q2_result,q3_result,q4_result,path4,q1_points_for,q1_points_against,q2_points_for,q2_points_against,q3_points_for,q3_points_against,q4_points_for,q4_points_against,ot_points_for,ot_points_against,after_q1_margin,after_q2_margin,after_q3_margin,after_q4_margin,after_q1_state,after_q2_state,after_q3_state,after_q4_regulation_state,after_q1_margin_bucket,after_q2_margin_bucket,after_q3_margin_bucket,after_q4_margin_bucket,final_margin,final_state,went_to_overtime
2019_05_BUF_TEN,2019,5,EARLY,BUF,TEN,away,TEN,BUF,UNDERDOG,3.5,3.5,3.5-4.5,TIE,WIN,LOSS,WIN,TIE-WIN-LOSS-WIN,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,TIE,WIN,TIE,WIN,TIE,LEAD_4_7,TIE,LEAD_4_7,7.0,WIN,False
2019_07_MIA_BUF,2019,7,MIDDLE,BUF,MIA,home,BUF,MIA,FAVORITE,17.0,17.0,14+,WIN,LOSS,TIE,WIN,WIN-LOSS-TIE-WIN,6.0,0.0,3.0,14.0,0.0,0.0,22.0,7.0,0.0,0.0,6.0,-5.0,-5.0,10.0,WIN,LOSS,LOSS,WIN,LEAD_4_7,TRAIL_4_7,TRAIL_4_7,LEAD_8_14,10.0,WIN,False
2019_08_PHI_BUF,2019,8,MIDDLE,BUF,PHI,home,BUF,PHI,FAVORITE,1.0,1.0,0.5-1.5,LOSS,LOSS,LOSS,LOSS,LOSS-LOSS-LOSS-LOSS,0.0,3.0,7.0,8.0,6.0,13.0,0.0,7.0,0.0,0.0,-3.0,-4.0,-11.0,-18.0,LOSS,LOSS,LOSS,LOSS,TRAIL_1_3,TRAIL_4_7,TRAIL_8_14,TRAIL_15_PLUS,-18.0,LOSS,False
2019_09_WAS_BUF,2019,9,MIDDLE,BUF,WAS,home,BUF,WAS,FAVORITE,10.5,10.5,10-13.5,WIN,WIN,LOSS,WIN,WIN-WIN-LOSS-WIN,10.0,0.0,7.0,6.0,0.0,3.0,7.0,0.0,0.0,0.0,10.0,11.0,8.0,15.0,WIN,WIN,WIN,WIN,LEAD_8_14,LEAD_8_14,LEAD_8_14,LEAD_15_PLUS,15.0,WIN,False
2019_10_BUF_CLE,2019,10,MIDDLE,BUF,CLE,away,CLE,BUF,UNDERDOG,3.0,3.0,2-3,LOSS,WIN,LOSS,TIE,LOSS-WIN-LOSS-TIE,0.0,6.0,7.0,3.0,2.0,3.0,7.0,7.0,0.0,0.0,-6.0,-2.0,-3.0,-3.0,LOSS,LOSS,LOSS,LOSS,TRAIL_4_7,TRAIL_1_3,TRAIL_1_3,TRAIL_1_3,-3.0,LOSS,False
2019_11_BUF_MIA,2019,11,MIDDLE,BUF,MIA,away,MIA,BUF,FAVORITE,-7.0,7.0,6.5-7,WIN,WIN,WIN,WIN,WIN-WIN-WIN-WIN,6.0,0.0,17.0,14.0,7.0,0.0,7.0,6.0,0.0,0.0,6.0,9.0,16.0,17.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,17.0,WIN,False
2019_12_DEN_BUF,2019,12,LATE,BUF,DEN,home,BUF,DEN,FAVORITE,3.5,3.5,3.5-4.5,WIN,WIN,WIN,WIN,WIN-WIN-WIN-WIN,3.0,0.0,3.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,3.0,6.0,10.0,17.0,WIN,WIN,WIN,WIN,LEAD_1_3,LEAD_4_7,LEAD_8_14,LEAD_15_PLUS,17.0,WIN,False
2019_13_BUF_DAL,2019,13,LATE,BUF,DAL,away,DAL,BUF,UNDERDOG,6.5,6.5,6.5-7,LOSS,WIN,WIN,LOSS,LOSS-WIN-WIN-LOSS,0.0,7.0,13.0,0.0,10.0,0.0,3.0,8.0,0.0,0.0,-7.0,6.0,16.0,11.0,LOSS,WIN,WIN,WIN,TRAIL_4_7,LEAD_4_7,LEAD_15_PLUS,LEAD_8_14,11.0,WIN,False
2019_14_BAL_BUF,2019,14,LATE,BUF,BAL,home,BUF,BAL,UNDERDOG,-6.5,6.5,6.5-7,LOSS,LOSS,LOSS,WIN,LOSS-LOSS-LOSS-WIN,0.0,3.0,6.0,7.0,3.0,7.0,8.0,7.0,0.0,0.0,-3.0,-4.0,-8.0,-7.0,LOSS,LOSS,LOSS,LOSS,TRAIL_1_3,TRAIL_4_7,TRAIL_8_14,TRAIL_4_7,-7.0,LOSS,False
2019_15_BUF_PIT,2019,15,LATE,BUF,PIT,away,PIT,BUF,UNDERDOG,1.0,1.0,0.5-1.5,TIE,WIN,LOSS,WIN,TIE-WIN-LOSS-WIN,0.0,0.0,7.0,3.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,4.0,-3.0,7.0,TIE,WIN,LOSS,WIN,TIE,LEAD_4_7,TRAIL_1_3,LEAD_4_7,7.0,WIN,False
2019_16_BUF_NE,2019,16,LATE,BUF,NE,away,NE,BUF,UNDERDOG,7.0,7.0,6.5-7,LOSS,WIN,WIN,LOSS,LOSS-WIN-WIN-LOSS,3.0,7.0,7.0,3.0,7.0,3.0,0.0,11.0,0.0,0.0,-4.0,0.0,4.0,-7.0,LOSS,TIE,WIN,LOSS,TRAIL_4_7,TIE,LEAD_4_7,TRAIL_4_7,-7.0,LOSS,False
2019_17_NYJ_BUF,2019,17,LATE,BUF,NYJ,home,BUF,NYJ,UNDERDOG,-1.5,1.5,0.5-1.5,TIE,LOSS,WIN,LOSS,TIE-LOSS-WIN-LOSS,0.0,0.0,0.0,3.0,3.0,0.0,3.0,10.0,0.0,0.0,0.0,-3.0,0.0,-7.0,TIE,LOSS,TIE,LOSS,TIE,TRAIL_1_3,TIE,TRAIL_4_7,-7.0,LOSS,False
2020_01_NYJ_BUF,2020,1,EARLY,BUF,NYJ,home,BUF,NYJ,FAVORITE,6.5,6.5,6.5-7,WIN,WIN,LOSS,LOSS,WIN-WIN-LOSS-LOSS,14.0,0.0,7.0,3.0,0.0,7.0,6.0,7.0,0.0,0.0,14.0,18.0,11.0,10.0,WIN,WIN,WIN,WIN,LEAD_8_14,LEAD_15_PLUS,LEAD_8_14,LEAD_8_14,10.0,WIN,False
2020_02_BUF_MIA,2020,2,EARLY,BUF,MIA,away,MIA,BUF,FAVORITE,-5.5,5.5,5-6,TIE,WIN,LOSS,LOSS,TIE-WIN-LOSS-LOSS,7.0,7.0,10.0,3.0,0.0,3.0,14.0,15.0,0.0,0.0,0.0,7.0,4.0,3.0,TIE,WIN,WIN,WIN,TIE,LEAD_4_7,LEAD_4_7,LEAD_1_3,3.0,WIN,False
2020_03_LA_BUF,2020,3,EARLY,BUF,LA,home,BUF,LA,FAVORITE,1.5,1.5,0.5-1.5,WIN,WIN,LOSS,LOSS,WIN-WIN-LOSS-LOSS,7.0,0.0,14.0,3.0,7.0,14.0,7.0,15.0,0.0,0.0,7.0,18.0,11.0,3.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_15_PLUS,LEAD_8_14,LEAD_1_3,3.0,WIN,False
2020_04_BUF_LV,2020,4,EARLY,BUF,LV,away,LV,BUF,FAVORITE,-3.0,3.0,2-3,WIN,TIE,LOSS,WIN,WIN-TIE-LOSS-WIN,7.0,3.0,10.0,10.0,0.0,3.0,13.0,7.0,0.0,0.0,4.0,4.0,1.0,7.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_4_7,LEAD_1_3,LEAD_4_7,7.0,WIN,False
2020_05_BUF_TEN,2020,5,EARLY,BUF,TEN,away,TEN,BUF,FAVORITE,-3.0,3.0,2-3,TIE,LOSS,LOSS,LOSS,TIE-LOSS-LOSS-LOSS,7.0,7.0,3.0,14.0,0.0,7.0,6.0,14.0,0.0,0.0,0.0,-11.0,-18.0,-26.0,TIE,LOSS,LOSS,LOSS,TIE,TRAIL_8_14,TRAIL_15_PLUS,TRAIL_15_PLUS,-26.0,LOSS,False
2020_06_KC_BUF,2020,6,MIDDLE,BUF,KC,home,BUF,KC,UNDERDOG,-5.5,5.5,5-6,LOSS,WIN,LOSS,WIN,LOSS-WIN-LOSS-WIN,3.0,7.0,7.0,6.0,0.0,7.0,7.0,6.0,0.0,0.0,-4.0,-3.0,-10.0,-9.0,LOSS,LOSS,LOSS,LOSS,TRAIL_4_7,TRAIL_1_3,TRAIL_8_14,TRAIL_8_14,-9.0,LOSS,False
2020_07_BUF_NYJ,2020,7,MIDDLE,BUF,NYJ,away,NYJ,BUF,FAVORITE,-9.5,9.5,7.5-9.5,LOSS,LOSS,WIN,WIN,LOSS-LOSS-WIN-WIN,0.0,3.0,6.0,7.0,6.0,0.0,6.0,0.0,0.0,0.0,-3.0,-4.0,2.0,8.0,LOSS,LOSS,WIN,WIN,TRAIL_1_3,TRAIL_4_7,LEAD_1_3,LEAD_8_14,8.0,WIN,False
2020_08_NE_BUF,2020,8,MIDDLE,BUF,NE,home,BUF,NE,FAVORITE,4.0,4.0,3.5-4.5,WIN,LOSS,LOSS,WIN,WIN-LOSS-LOSS-WIN,7.0,0.0,0.0,6.0,7.0,8.0,10.0,7.0,0.0,0.0,7.0,1.0,0.0,3.0,WIN,WIN,TIE,WIN,LEAD_4_7,LEAD_1_3,TIE,LEAD_1_3,3.0,WIN,False
2020_09_SEA_BUF,2020,9,MIDDLE,BUF,SEA,home,BUF,SEA,UNDERDOG,-3.0,3.0,2-3,WIN,TIE,LOSS,WIN,WIN-TIE-LOSS-WIN,14.0,0.0,10.0,10.0,3.0,10.0,17.0,14.0,0.0,0.0,14.0,14.0,7.0,10.0,WIN,WIN,WIN,WIN,LEAD_8_14,LEAD_8_14,LEAD_4_7,LEAD_8_14,10.0,WIN,False
2020_10_BUF_ARI,2020,10,MIDDLE,BUF,ARI,away,ARI,BUF,UNDERDOG,3.0,3.0,2-3,WIN,WIN,LOSS,WIN,WIN-WIN-LOSS-WIN,7.0,3.0,9.0,6.0,7.0,17.0,7.0,6.0,0.0,0.0,4.0,7.0,-3.0,-2.0,WIN,WIN,LOSS,LOSS,LEAD_4_7,LEAD_4_7,TRAIL_1_3,TRAIL_1_3,-2.0,LOSS,False
2020_12_LAC_BUF,2020,12,LATE,BUF,LAC,home,BUF,LAC,FAVORITE,4.5,4.5,3.5-4.5,WIN,WIN,LOSS,TIE,WIN-WIN-LOSS-TIE,7.0,6.0,10.0,0.0,7.0,8.0,3.0,3.0,0.0,0.0,1.0,11.0,10.0,10.0,WIN,WIN,WIN,WIN,LEAD_1_3,LEAD_8_14,LEAD_8_14,LEAD_8_14,10.0,WIN,False
2020_13_BUF_SF,2020,13,LATE,BUF,SF,away,SF,BUF,UNDERDOG,1.5,1.5,0.5-1.5,LOSS,WIN,TIE,TIE,LOSS-WIN-TIE-TIE,0.0,7.0,17.0,0.0,10.0,10.0,7.0,7.0,0.0,0.0,-7.0,10.0,10.0,10.0,LOSS,WIN,WIN,WIN,TRAIL_4_7,LEAD_8_14,LEAD_8_14,LEAD_8_14,10.0,WIN,False
2020_14_PIT_BUF,2020,14,LATE,BUF,PIT,home,BUF,PIT,FAVORITE,2.0,2.0,2-3,TIE,WIN,WIN,LOSS,TIE-WIN-WIN-LOSS,0.0,0.0,9.0,7.0,14.0,0.0,3.0,8.0,0.0,0.0,0.0,2.0,16.0,11.0,TIE,WIN,WIN,WIN,TIE,LEAD_1_3,LEAD_15_PLUS,LEAD_8_14,11.0,WIN,False
2020_15_BUF_DEN,2020,15,LATE,BUF,DEN,away,DEN,BUF,FAVORITE,-5.5,5.5,5-6,WIN,WIN,WIN,WIN,WIN-WIN-WIN-WIN,7.0,0.0,14.0,13.0,17.0,0.0,10.0,6.0,0.0,0.0,7.0,8.0,25.0,29.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,29.0,WIN,False
2020_16_BUF_NE,2020,16,LATE,BUF,NE,away,NE,BUF,FAVORITE,-7.0,7.0,6.5-7,TIE,WIN,WIN,WIN,TIE-WIN-WIN-WIN,3.0,3.0,21.0,6.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,22.0,29.0,TIE,WIN,WIN,WIN,TIE,LEAD_15_PLUS,LEAD_15_PLUS,LEAD_15_PLUS,29.0,WIN,False
2020_17_MIA_BUF,2020,17,LATE,BUF,MIA,home,BUF,MIA,UNDERDOG,-3.5,3.5,3.5-4.5,LOSS,WIN,TIE,WIN,LOSS-WIN-TIE-WIN,0.0,3.0,28.0,3.0,7.0,7.0,21.0,13.0,0.0,0.0,-3.0,22.0,22.0,30.0,LOSS,WIN,WIN,WIN,TRAIL_1_3,LEAD_15_PLUS,LEAD_15_PLUS,LEAD_15_PLUS,30.0,WIN,False
2021_01_PIT_BUF,2021,1,EARLY,BUF,PIT,home,BUF,PIT,FAVORITE,6.5,6.5,6.5-7,WIN,WIN,LOSS,LOSS,WIN-WIN-LOSS-LOSS,3.0,0.0,7.0,0.0,0.0,6.0,3.0,14.0,3.0,3.0,3.0,10.0,4.0,-7.0,WIN,WIN,WIN,LOSS,LEAD_1_3,LEAD_8_14,LEAD_4_7,TRAIL_4_7,-7.0,LOSS,False
2021_02_BUF_MIA,2021,2,EARLY,BUF,MIA,away,MIA,BUF,FAVORITE,-3.5,3.5,3.5-4.5,WIN,TIE,WIN,WIN,WIN-TIE-WIN-WIN,14.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,21.0,35.0,WIN,WIN,WIN,WIN,LEAD_8_14,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,35.0,WIN,False
2021_03_WAS_BUF,2021,3,EARLY,BUF,WAS,home,BUF,WAS,FAVORITE,7.5,7.5,7.5-9.5,WIN,WIN,WIN,TIE,WIN-WIN-WIN-TIE,7.0,0.0,20.0,14.0,9.0,0.0,7.0,7.0,0.0,0.0,7.0,13.0,22.0,22.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,22.0,WIN,False
2021_04_HOU_BUF,2021,4,EARLY,BUF,HOU,home,BUF,HOU,FAVORITE,19.0,19.0,14+,WIN,WIN,WIN,WIN,WIN-WIN-WIN-WIN,7.0,0.0,9.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,7.0,16.0,19.0,40.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_15_PLUS,LEAD_15_PLUS,LEAD_15_PLUS,40.0,WIN,False
2021_05_BUF_KC,2021,5,EARLY,BUF,KC,away,KC,BUF,UNDERDOG,2.5,2.5,2-3,WIN,WIN,WIN,TIE,WIN-WIN-WIN-TIE,7.0,3.0,17.0,10.0,7.0,0.0,7.0,7.0,0.0,0.0,4.0,11.0,18.0,18.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,18.0,WIN,False
2021_06_BUF_TEN,2021,6,MIDDLE,BUF,TEN,away,TEN,BUF,FAVORITE,-6.0,6.0,5-6,WIN,TIE,WIN,LOSS,WIN-TIE-WIN-LOSS,3.0,0.0,17.0,17.0,11.0,7.0,0.0,10.0,0.0,0.0,3.0,3.0,7.0,-3.0,WIN,WIN,WIN,LOSS,LEAD_1_3,LEAD_1_3,LEAD_4_7,TRAIL_1_3,-3.0,LOSS,False
2021_08_MIA_BUF,2021,8,MIDDLE,BUF,MIA,home,BUF,MIA,FAVORITE,15.0,15.0,14+,WIN,LOSS,WIN,WIN,WIN-LOSS-WIN-WIN,3.0,0.0,0.0,3.0,7.0,0.0,16.0,8.0,0.0,0.0,3.0,0.0,7.0,15.0,WIN,TIE,WIN,WIN,LEAD_1_3,TIE,LEAD_4_7,LEAD_15_PLUS,15.0,WIN,False
2021_09_BUF_JAX,2021,9,MIDDLE,BUF,JAX,away,JAX,BUF,FAVORITE,-14.5,14.5,14+,TIE,TIE,TIE,LOSS,TIE-TIE-TIE-LOSS,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-3.0,TIE,TIE,TIE,LOSS,TIE,TIE,TIE,TRAIL_1_3,-3.0,LOSS,False
2021_10_BUF_NYJ,2021,10,MIDDLE,BUF,NYJ,away,NYJ,BUF,FAVORITE,-13.0,13.0,10-13.5,WIN,WIN,WIN,LOSS,WIN-WIN-WIN-LOSS,10.0,0.0,7.0,3.0,21.0,0.0,7.0,14.0,0.0,0.0,10.0,14.0,35.0,28.0,WIN,WIN,WIN,WIN,LEAD_8_14,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,28.0,WIN,False
2021_11_IND_BUF,2021,11,MIDDLE,BUF,IND,home,BUF,IND,FAVORITE,7.5,7.5,7.5-9.5,LOSS,LOSS,LOSS,WIN,LOSS-LOSS-LOSS-WIN,0.0,14.0,7.0,10.0,0.0,14.0,8.0,3.0,0.0,0.0,-14.0,-17.0,-31.0,-26.0,LOSS,LOSS,LOSS,LOSS,TRAIL_8_14,TRAIL_15_PLUS,TRAIL_15_PLUS,TRAIL_15_PLUS,-26.0,LOSS,False
2021_12_BUF_NO,2021,12,LATE,BUF,NO,away,NO,BUF,FAVORITE,-7.0,7.0,6.5-7,WIN,WIN,WIN,WIN,WIN-WIN-WIN-WIN,7.0,0.0,3.0,0.0,14.0,0.0,7.0,6.0,0.0,0.0,7.0,10.0,24.0,25.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,25.0,WIN,False
2021_13_NE_BUF,2021,13,LATE,BUF,NE,home,BUF,NE,FAVORITE,3.0,3.0,2-3,LOSS,LOSS,WIN,LOSS,LOSS-LOSS-WIN-LOSS,7.0,8.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,-1.0,-4.0,-1.0,-4.0,LOSS,LOSS,LOSS,LOSS,TRAIL_1_3,TRAIL_4_7,TRAIL_1_3,TRAIL_4_7,-4.0,LOSS,False
2021_14_BUF_TB,2021,14,LATE,BUF,TB,away,TB,BUF,UNDERDOG,3.5,3.5,3.5-4.5,LOSS,LOSS,WIN,WIN,LOSS-LOSS-WIN-WIN,0.0,7.0,3.0,17.0,7.0,0.0,17.0,3.0,0.0,6.0,-7.0,-21.0,-14.0,0.0,LOSS,LOSS,LOSS,TIE,TRAIL_4_7,TRAIL_15_PLUS,TRAIL_8_14,TIE,-6.0,LOSS,True
2021_15_CAR_BUF,2021,15,LATE,BUF,CAR,home,BUF,CAR,FAVORITE,14.0,14.0,14+,TIE,WIN,WIN,WIN,TIE-WIN-WIN-WIN,0.0,0.0,17.0,8.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,9.0,16.0,17.0,TIE,WIN,WIN,WIN,TIE,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,17.0,WIN,False
2021_16_BUF_NE,2021,16,LATE,BUF,NE,away,NE,BUF,UNDERDOG,1.0,1.0,0.5-1.5,WIN,WIN,LOSS,WIN,WIN-WIN-LOSS-WIN,7.0,0.0,10.0,7.0,3.0,7.0,13.0,7.0,0.0,0.0,7.0,10.0,6.0,12.0,WIN,WIN,WIN,WIN,LEAD_4_7,LEAD_8_14,LEAD_4_7,LEAD_8_14,12.0,WIN,False
2021_17_ATL_BUF,2021,17,LATE,BUF,ATL,home,BUF,ATL,FAVORITE,14.0,14.0,14+,WIN,LOSS,WIN,WIN,WIN-LOSS-WIN-WIN,14.0,2.0,0.0,13.0,8.0,0.0,7.0,0.0,0.0,0.0,12.0,-1.0,7.0,14.0,WIN,LOSS,WIN,WIN,LEAD_8_14,TRAIL_1_3,LEAD_4_7,LEAD_8_14,14.0,WIN,False
2021_18_NYJ_BUF,2021,18,LATE,BUF,NYJ,home,BUF,NYJ,FAVORITE,16.0,16.0,14+,WIN,LOSS,LOSS,WIN,WIN-LOSS-LOSS-WIN,10.0,0.0,3.0,7.0,0.0,3.0,14.0,0.0,0.0,0.0,10.0,6.0,3.0,17.0,WIN,WIN,WIN,WIN,LEAD_8_14,LEAD_4_7,LEAD_1_3,LEAD_15_PLUS,17.0,WIN,False
2022_01_BUF_LA,2022,1,EARLY,BUF,LA,away,LA,BUF,FAVORITE,-1.0,1.0,0.5-1.5,WIN,LOSS,WIN,WIN,WIN-LOSS-WIN-WIN,7.0,0.0,3.0,10.0,7.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,7.0,21.0,WIN,TIE,WIN,WIN,LEAD_4_7,TIE,LEAD_4_7,LEAD_15_PLUS,21.0,WIN,False
2022_02_TEN_BUF,2022,2,EARLY,BUF,TEN,home,BUF,TEN,FAVORITE,10.0,10.0,10-13.5,TIE,WIN,WIN,TIE,TIE-WIN-WIN-TIE,7.0,7.0,10.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,34.0,TIE,WIN,WIN,WIN,TIE,LEAD_8_14,LEAD_15_PLUS,LEAD_15_PLUS,34.0,WIN,False
